ClusterId,ClusterName,CTV3Code,Description
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vN,Left atrial appendage absent
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vO,Left atrial appendage - right - juxtaposition
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vQ,Left atrial endocardial fibroelastosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vR,Left atrial hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vW,Premature closure of foramen ovale
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vX,Foramen ovale valvar aneurysm
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vY,Atrial septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vZ,Other specified atrial septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77va,Interauricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vb,Interatrial septal defect NEC
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vc,Auricular septal defect NOS
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vd,Sinus venosus defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ve,Sinus venosus defect with overriding superior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vf,Sinus venosus defect with overriding inferior vena cava
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vg,Atrial septal defect through coronary sinus orifice
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vh,Restrictive atrial septal defect with obligatory shunt
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vi,Atrioventricular septal defect - isolated atrial component
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vj,Cong abnorm atrioventricular valves & av septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vn,Tricuspid leaflet dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vo,Tricuspid annulus hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vp,Dilatation of tricuspid annulus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vr,Overriding tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vs,Straddling tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vu,Absent tricuspid leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vv,Double orifice of tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vx,True cleft of tricuspid leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77vz,Accessory tissue on tricuspid leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w1,Arcade abnormality of tricuspid chordae tendinae
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w2,Tricuspid chordae tendinae too short
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w3,Tricuspid chordae tendinae too long
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w4,Tricuspid chordae tendinae to outlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w6,Parachute malformation of tricuspid valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w7,Absent tricuspid papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w8,Fused tricuspid papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77w9,Hypoplastic tricuspid papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wB,Mitral atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wD,Mitral valve dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wE,Mitral leaflet dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wF,Mitral valve hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wH,Overriding mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wJ,Straddling mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wM,Absent mitral leaflets
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wN,Double orifice of mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wO,Ebstein-like downward displacement of mitral valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wQ,True cleft of mitral leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wS,Anterior leaflet of mitral valve attached to septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wT,Accessory tissue on mitral leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wV,Arcade abnormality of mitral chordae tendinae
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wZ,Absent mitral papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wa,Fused mitral papillary muscles
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wb,Hypoplastic mitral papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wc,Atrioventricular septal defect & common atriovent junction
TIASFCHRONHD,TIASF Chronic heart disease codes,X77we,Atrioventricular septal defect: isol ventricular component
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wf,Atrioventriculr sept defect: atrial & ventricular components
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wg,Atrioventricular septal defect - ventricular component
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wh,Atriovent sept def - vent comp under sup bridging leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wi,Atrioventricular septal defect - Rastelli A
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wj,Atrioventricular septal defect - Rastelli B
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wk,Atrioventricular septal defect - Rastelli C
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wl,Atriovent sept def - vent comp under inf bridging leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wm,Malaligned atrial septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wn,Double outlet right atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wo,Double outlet left atrium
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wr,Atresia of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ws,Imperforate common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wt,Hypoplasia of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wu,Dysplasia of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ww,Common atrioventricular valve limited to one ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wx,Dilatation of common atrioventricular valve annulus
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wy,Common atrioventricular valve stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77wz,Common atrioventricular valve leaflet abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x0,Common atrioventricular valve prolapse
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x1,True cleft of common atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x2,Accessory tissue on common atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x3,Double orifice of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x4,Triple orifice lt vent component com av valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x5,Ebstein's anomaly of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x7,Common atrioventricular valve chordae too short
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x8,Common atrioventricular valve chordae too long
TIASFCHRONHD,TIASF Chronic heart disease codes,X77x9,Common atrioventricular valve chordae to outlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xA,Arcade abnormality of common atrioventricular valve chordae
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xC,Parachute malformation of common atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xD,Absent common atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xE,Fused common atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xF,Hypoplastic common atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xH,Right atrioventricular valve atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xI,Imperforate right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xJ,Right atrioventricular valve dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xK,Right atrioventricular valve hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xM,Overriding right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xP,Straddling right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xR,Absent right atrioventricular valve leaflets
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xS,Double orifice of right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xT,Ebstein's anomaly of right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xV,True cleft of right atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xW,Accessory tissue on right atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xX,Right atrioventricular valve leaflet dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xb,Right atrioventricular valve chordae to outlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xc,Arcade abnormality of right atrioventricular valve chordae
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xe,Parachute malformation of right atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xf,Absent right atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xg,Fused right atrioventricular valve papillary muscles
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xh,Hypoplastic right atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xj,Left atrioventricular valve atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xk,Imperforate left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xl,Left atrioventricular valve dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xm,Left atrioventricular valve hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xo,Overriding left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xr,Straddling left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xt,Absent left atrioventricular valve leaflets
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xu,Double orifice of left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xv,Ebstein's anomaly of left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xx,True cleft of left atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xy,Accessory tissue on left atrioventricular valve leaflet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77xz,Left atrioventricular valve leaflet dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y3,Left atrioventricular valve chordae to outlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y4,Arcade abnormality of left atrioventricular valve chordae
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y6,Parachute malformation of left atrioventricular valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y7,Absent left atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y8,Fused left atrioventricular valve papillary muscles
TIASFCHRONHD,TIASF Chronic heart disease codes,X77y9,Hypoplastic left atrioventricular valve papillary muscle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yA,Congenital abnormality of ventricles and ventricular septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yB,Tetralogy of Fallot with pulmonary stenosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yC,Tetralogy of Fallot with pulmonary atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yD,Dextraposition of aorta in Fallot's tetralogy
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yE,Ventricular septal defect in Fallot's tetralogy
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yG,Right ventricular hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yH,Diffuse hypoplasia of right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yI,Hyoplasia of right ventricular inflow tract
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yJ,Hypoplasia of right ventricular outflow tract
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yK,Hypoplasia rt vent outflow tract and trabecular area
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yN,Primary right ventricular endocardial fibroelastosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yO,Two chambered right ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yP,Congenital right ventricular diverticulum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yQ,Congenital right ventricular aneurysm
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yR,Arrythmogenic right ventricular dysplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yS,Right ventricular outflow tract abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yT,Right ventricular outflow tract obstruction
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yU,Right ventricular outflow obstruction - localised
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yV,Right ventricular outflow obstruction - tubular
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yW,Right ventricular outflow tract atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yX,Right ventricular outflow tract absent
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yZ,Left ventricular hypoplasia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ya,Diffuse hypoplasia of left ventricle
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yb,Hyoplasia of left ventricular inflow tract
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yc,Hypoplasia of left ventricular outflow tract
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yd,Hypoplasia lt ventricular outflow tract and trabecular area
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yg,Abnormal left ventricular muscle band
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yh,Primary left ventricular endocardial fibroelastosis
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yi,Congenital left ventricular aneurysm
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yj,Left ventricular outflow tract abnormality
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yk,Left ventricular outflow tract obstruction
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yl,Left ventricular outflow tract atresia
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ym,Indeterminate ventricular outflow tract obstruction
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yo,Multiple ventricular septal defects
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yp,Restrictive ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yq,Perimembranous ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yr,Perimembr vent sept def extension to rt ventricular inlet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77ys,Perimemb vent sep def - extens rt vent trabecular component
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yt,Perimembr vent sept def - extension rt ventricular outlet
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yu,Perimembr vent sept def - extens to all rt vent components
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yv,Vent septal defect with malaligned outlet septum to right
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yw,Vent sept def malalign outlet septum to rt overrid aort valv
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yx,Vsd with malalign outlt septm to rt overrid pulmonary valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yy,Ventr septal defect with malaligned outlet septum to left
TIASFCHRONHD,TIASF Chronic heart disease codes,X77yz,Vent sept def malalign outlt septm lt overrid aortic valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z0,Vent sep def with malalign outlt septm lt overrid pulm valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z1,Vent sept def malalign outlt septm & overrid truncal valve
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z2,Muscular ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z3,Muscular ventricular septal defect in inlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z4,Muscular ventriculr septal defect central trabecular septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z5,Musculr ventriculr septal defect in apical trabecular septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z6,Muscular ventricular septal defect in marginal septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z7,Muscular ventricular septal defect in outlet septum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z8,Multiple trabecular ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77z9,Doubly committed subarterial ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zA,Doubl commit subart vent sept def - membranous septum exten
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zB,Doubl commit subartl vent sept deft with musc post inf rim
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zC,Giant ventricular septal defect
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zD,Abnormal infundibular morphology
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zE,Subpulmonary infundibulum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zF,Subaortic infundibulum
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zG,Bilateral muscular infundibula
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zH,Bilateral deficient infundibula
TIASFCHRONHD,TIASF Chronic heart disease codes,X77zK,Congenital abnormality of arterial valves
